transaction_amount_inr,hour_of_day,merchant_category,card_type,card_present,distance_from_home_km,transactions_last_24h,avg_transaction_amount_inr,num_declined_last_30d,is_fraud
2794.04,7,Electronics,Mastercard,0,,2,3002.41,0,0
3197.12,22,Grocery,RuPay,1,27.2,2,1790.42,0,0
4512.17,2,Restaurant,Mastercard,1,30.33,2,4143.61,2,0
1554.48,18,Utilities,RuPay,0,1.23,3,4295.41,0,0
1461.69,15,Retail,Visa,0,21.68,3,1132.72,0,0
611.66,9,Restaurant,RuPay,1,4422.7,1,1104.5,0,0
11073.34,8,Online,Visa,0,7.87,4,1782.44,0,0
3403.46,10,Online,RuPay,1,5.26,8,3007.47,0,0
2715.14,6,Grocery,Mastercard,1,7.06,2,3473.09,0,0
11746.46,23,Electronics,Visa,0,364.55,6,816.35,1,1
8299.59,13,Retail,Amex,0,26.48,6,1610.11,0,0
6221.81,5,Grocery,Visa,0,11.26,2,1975.54,0,0
5704.63,8,Restaurant,RuPay,1,5.52,2,2889.52,1,0
756.86,7,Grocery,Mastercard,1,7.91,0,846.3,0,0
2361.72,15,Online,RuPay,1,1.54,1,506.06,1,0
1757.43,5,Entertainment,Mastercard,1,30.28,4,683.21,1,0
818.92,21,Restaurant,RuPay,1,3.96,1,3376.3,1,0
2563.12,21,Grocery,Mastercard,1,40.77,5,975.72,0,0
1303.65,9,Restaurant,Visa,1,12.52,2,954.24,0,0
4223.85,17,Retail,Mastercard,1,,3,943.52,0,0
1346.99,10,Electronics,RuPay,0,8.28,4,1088.49,1,0
2907.98,10,Retail,Visa,1,4.44,3,2038.17,1,0
7779.6,11,Grocery,RuPay,0,1.45,4,2327.59,0,0
7380.68,19,Retail,Visa,1,20.47,1,4078.09,0,0
1575.72,6,Healthcare,Amex,1,12.16,1,2018.34,0,0
3413.85,18,Healthcare,Amex,1,89.23,2,2350.8,0,0
2207.56,8,Travel,RuPay,1,1.3,3,2028.74,0,0
550.9,15,Grocery,Visa,1,0.07,2,1089.96,1,0
8136.97,20,Online,Mastercard,1,3.87,4,808.93,0,0
4789.59,12,Healthcare,Mastercard,0,4.13,3,2124.52,0,0
3270.04,12,Gas,Mastercard,1,31.06,4,1658.07,0,0
2401.32,0,Utilities,Visa,1,14,3,1552.47,0,0
2405.71,5,Grocery,Mastercard,0,8.08,4,,0,0
14402.78,7,Entertainment,Mastercard,1,39.07,2,3151.84,2,0
5062.51,13,Healthcare,RuPay,1,14.41,2,3241.82,0,0
19069.68,0,Electronics,Visa,1,2.11,3,1285.3,1,0
2314.05,19,Restaurant,Mastercard,1,12.65,2,1100.94,0,0
2398.32,3,Retail,RuPay,1,4.8,2,2388.3,1,0
5504.77,23,Grocery,Visa,1,15.06,4,4131.28,1,0
14154.08,8,Entertainment,Visa,1,2.46,9,2007.48,1,1
1334.81,11,Grocery,RuPay,1,1.97,7,1939.43,0,0
2945.02,11,Grocery,RuPay,1,4.87,3,2512.51,0,0
1044.09,17,Online,Amex,0,6.05,3,726.1,0,0
2002.74,16,Grocery,RuPay,1,2.55,2,1728.46,0,0
2288.56,14,Entertainment,,1,11.06,5,4796.05,0,0
1149.95,21,Grocery,Visa,1,15.01,3,767.49,0,0
5000,2,Travel,Visa,0,169.64,12,1741.39,4,1
864.46,19,Retail,Visa,1,10.64,3,3171.31,0,0
2616.58,10,Online,Visa,1,63.12,4,921.34,0,0
5187.56,19,Grocery,RuPay,1,34.51,3,3730.89,,0
3159.27,20,Grocery,RuPay,1,14.01,3,5649.69,0,0
1131.11,5,Online,RuPay,1,7.9,1,681.62,0,0
5000,23,Grocery,Mastercard,0,65.14,10,906.9,6,1
278.35,2,Gas,Visa,1,16.33,1,1343.13,0,0
3524.7,1,Electronics,Visa,1,1.62,1,2385.37,0,0
7150.31,15,Electronics,Visa,1,4.21,5,780.27,0,0
14203.27,2,Online,Mastercard,0,158.33,2,1422.37,1,1
34318.19,15,Travel,Amex,1,17.58,2,2080.16,0,0
3320.97,20,Grocery,Amex,1,3.54,3,2897.22,2,0
11839.22,17,Retail,Visa,1,18.18,4,1350.94,0,0
4380.95,20,Grocery,Visa,1,28.45,2,3501.66,0,0
8616.65,16,Online,RuPay,1,18.12,2,540.78,0,0
4772.92,12,Travel,Mastercard,1,1.17,4,1475.79,0,0
1311.38,12,Online,RuPay,1,19.76,9,2694.92,0,0
1882.26,16,Travel,Mastercard,1,13.28,2,1093.65,0,0
7076.21,15,Restaurant,Visa,0,13.68,5,2198.98,1,0
2491.82,13,Gas,Amex,1,6.58,1,874.31,1,0
1425.46,8,Grocery,RuPay,0,5.7,1,838.87,0,0
27342.69,11,Grocery,Mastercard,1,6.56,5,894.7,0,0
4248.27,4,Retail,RuPay,0,17.62,2,3104.08,0,0
5962.85,19,Gas,Mastercard,0,18.95,6,500,3,1
,17,Online,Amex,0,4,1,1038.83,0,0
3975.62,9,Online,Visa,1,10.33,2,3691.39,1,0
1310.47,11,Entertainment,RuPay,1,0.18,2,3564.08,0,0
1637.13,8,Electronics,Visa,1,16.27,3,3980.01,1,0
6975.51,16,Travel,RuPay,0,2.06,2,738.28,0,0
9439.8,14,Retail,Visa,1,9.28,5,1553.34,0,0
2848.61,14,Grocery,RuPay,1,3.6,2,1713.74,0,0
2450.1,8,Electronics,Mastercard,1,29.67,4,1033.91,0,0
7457.02,2,Entertainment,Amex,1,17.32,1,1629.22,0,0
1571.69,7,Restaurant,RuPay,1,0.18,1,2106.15,0,0
1361.32,15,Online,Amex,1,3.7,2,2178.9,0,0
3984.53,6,Restaurant,Mastercard,1,4.49,2,1380.8,0,0
669.66,15,Online,Amex,1,23.77,2,3991.48,1,0
916.37,13,Restaurant,Amex,1,17.31,2,873.7,1,0
1156.91,20,Restaurant,Visa,1,15.56,2,500,1,0
37740.28,1,Travel,Mastercard,0,77.1,7,662.71,3,1
5681.11,6,Gas,Mastercard,1,60.11,2,1162.79,0,0
1256.46,17,Online,Mastercard,1,2.94,8,985.5,0,0
5573.82,9,Retail,RuPay,1,7.6,5,1652.55,1,0
2460.44,9,Travel,RuPay,1,1.37,3,2838.73,0,0
4425.72,14,Electronics,RuPay,0,3.68,7,1680.6,0,0
3933.72,14,Healthcare,Visa,1,9.62,3,2584.29,0,0
14943.02,10,Grocery,Visa,1,1.28,1,1093.48,0,0
1740.48,8,Online,Visa,0,2.88,8,1427.27,0,0
684.77,6,Restaurant,RuPay,1,3.52,2,1575.46,0,0
1803.02,13,Grocery,Mastercard,0,5.28,5,2615.49,1,0
2072.14,21,Travel,Amex,1,19.81,4,1866.59,0,0
4275.29,23,Travel,Visa,1,16.75,1,2718.38,0,0
2898.47,13,Electronics,Visa,0,10.87,3,752.28,0,0
3719.83,10,Online,RuPay,1,22.51,4,779.54,0,0
8824.49,10,Online,Amex,1,12.44,6,2402,0,0
896937.8,11,Restaurant,Mastercard,1,38.24,3,5125.59,0,0
2048.65,12,Grocery,Amex,1,2.49,2,1002.87,0,0
590.87,5,Online,Amex,1,1.32,2,500,2,0
835.68,13,Online,Amex,0,3.35,4,1036.45,0,0
3958.71,8,Restaurant,Visa,1,0.14,2,1040.87,0,0
1173.69,13,Online,RuPay,1,10.24,0,3124.93,0,0
3706.08,22,Restaurant,Amex,1,43.14,1,3424.63,0,0
30208.39,17,Healthcare,RuPay,0,,11,580.08,0,1
5000,18,Utilities,Mastercard,0,52.32,4,1205.77,2,1
748.9,11,Electronics,Mastercard,1,4.95,2,1537.65,0,0
540.27,12,Grocery,Mastercard,1,,6,1317.69,1,0
1557.17,20,Grocery,Mastercard,1,1.69,5,1309.88,0,0
593.4,6,Restaurant,Visa,1,22.6,4,2516.97,0,0
789.22,5,Electronics,Amex,1,43.56,2,6004.66,1,0
1730.8,0,Online,RuPay,0,28.51,2,901.95,0,0
2360.41,14,Utilities,Visa,1,5.21,4,1460.13,0,0
2219.13,15,Healthcare,Mastercard,1,0.49,4,846.33,0,0
902.41,22,Grocery,RuPay,1,28.77,1,1532.17,0,0
3324.54,11,Utilities,RuPay,0,1.64,1,1362.91,1,0
2961.8,1,Electronics,Mastercard,1,0.03,1,911.73,0,0
1210.76,9,Grocery,Visa,1,3.76,2,1310.84,0,0
1701.96,12,Online,Visa,0,4.36,3,1070.96,0,0
3728.59,13,Gas,Mastercard,0,32.68,1,4039.54,0,0
210.67,14,Online,Visa,1,0.77,4,6203.65,0,0
744.53,16,Grocery,RuPay,1,0.02,7,3425.94,1,0
7546.61,1,Retail,Amex,1,7.08,6,3746.44,2,0
1857.56,19,Restaurant,Visa,1,10.06,3,1103.85,0,0
2507.44,15,Healthcare,Amex,1,1.67,1,1934.03,0,0
6487.11,13,Online,RuPay,1,10.57,2,1636.86,0,0
5964.4,1,Travel,Visa,1,80.32,3,887,1,0
614.43,13,Gas,Visa,0,4.29,7,629.95,2,0
8818.36,14,Grocery,Visa,0,5.12,1,2371.57,0,0
803.49,15,Grocery,Mastercard,1,9.65,3,2774.27,1,0
6429.71,10,Restaurant,Amex,1,0.35,4,1669.37,1,0
7008.7,7,Healthcare,Mastercard,1,14.78,3,1428.82,0,0
1613.15,19,Grocery,Visa,1,17.16,1,2873.69,0,0
1042.06,8,Online,RuPay,1,39.76,6,1417.31,0,0
2649.58,13,Restaurant,RuPay,0,12.03,3,2508.91,1,0
7003.75,5,Restaurant,RuPay,1,2.77,2,2907.36,1,0
5700.5,18,Restaurant,Visa,0,1.22,2,1513.65,0,0
40726.97,12,Utilities,Visa,0,217.44,9,2432.76,5,1
1579.09,17,Gas,RuPay,1,22.67,2,1353.61,0,0
787.21,6,Travel,Visa,1,6.72,4,551.63,0,0
3561.68,12,Electronics,Mastercard,1,17.64,5,3361.98,1,0
1736.06,8,Healthcare,Mastercard,1,4.4,2,1886.66,0,0
3313.24,13,Restaurant,Visa,1,20.25,5,1132.34,0,0
2615.49,9,Gas,RuPay,1,21.94,3,574.19,0,0
3453.83,19,Online,Mastercard,1,7.05,2,1167.46,0,0
3211.9,22,Grocery,Mastercard,1,35.03,2,888.12,0,0
1139.23,9,Restaurant,Mastercard,1,0.73,4,4194.69,1,0
3755.62,16,Online,Mastercard,0,10.55,2,2249.12,0,0
762.22,8,Electronics,RuPay,0,5.85,3,2954.99,1,0
1440.2,17,Grocery,RuPay,1,5.11,2,1009.03,0,0
4802.36,15,Online,RuPay,0,25.7,3,635.79,1,0
200,9,Electronics,Mastercard,1,6.62,6,2906.92,0,0
1127.26,12,Restaurant,Visa,1,10.56,4,2011.84,1,0
615.8,4,Healthcare,Amex,1,3.01,4,2234.95,0,0
3309.6,12,Gas,RuPay,1,12.82,3,1005.87,1,0
1440.54,7,Restaurant,Visa,1,1.48,2,1335.94,0,0
7701.61,6,Restaurant,Mastercard,0,125.73,10,1397.54,0,1
2717.92,16,Grocery,RuPay,0,16.82,3,2167.24,0,0
1582.23,2,Travel,Mastercard,0,28.41,4,2606.15,0,0
2847.63,18,Online,Mastercard,1,5.35,3,1918.04,0,0
2290.2,8,Entertainment,Visa,1,13.84,1,1071.9,0,0
1790.15,17,Grocery,,1,21.23,0,3910.13,0,0
7519.06,14,,Mastercard,1,42.03,3,3459.54,1,0
263.64,3,Electronics,Mastercard,1,25.17,4,2105.27,0,0
584.11,7,Gas,Mastercard,1,16.88,1,1354.82,0,0
16961.97,0,Grocery,Visa,0,72.37,9,873.41,5,1
1174.24,19,Retail,Mastercard,1,26.48,3,760.97,1,0
1811.94,0,Entertainment,RuPay,0,9.07,4,4905.38,0,0
6409.18,14,Grocery,Mastercard,0,2.47,5,4356.86,0,0
508.46,17,Grocery,Visa,1,9.91,0,4188.78,0,0
5092.66,21,Gas,Mastercard,1,8.37,3,2124.79,1,0
3169.39,12,Retail,RuPay,0,,2,815.3,0,0
1820.13,13,Restaurant,Mastercard,1,19.29,0,828,1,0
4019.22,15,Restaurant,Visa,1,8.49,2,2976.18,0,0
5000,2,Online,Visa,0,95.35,10,3618.36,0,1
3889.58,14,Online,Amex,1,2.63,3,1683.68,0,0
1856.21,8,Online,RuPay,0,14.14,3,1807.48,0,0
,15,Grocery,Visa,1,3.74,1,1134.28,1,0
1011.18,12,Online,RuPay,1,7.44,3,1197.64,0,0
3643.68,14,Online,Visa,1,13.76,5,1770.46,0,0
1542.33,18,Healthcare,RuPay,1,0.32,3,1474.51,0,0
5840.98,0,Online,Visa,0,347.61,9,2157.63,2,1
4773.37,11,Online,RuPay,0,0.35,5,2017.34,0,0
1526.94,14,Online,Mastercard,0,40.06,3,560.83,0,0
34981.32,8,Healthcare,Visa,0,10.44,4,943.19,0,0
2796.44,12,Restaurant,Amex,1,15.81,1,1166.54,1,0
3945.85,5,Gas,Mastercard,1,20.25,2,4690.03,0,0
2153.68,6,Utilities,Mastercard,1,34.23,5,1535.82,0,0
5681.11,12,Healthcare,RuPay,0,15.6,4,500,0,0
,17,Restaurant,Visa,1,15.63,3,892.92,1,0
1682.81,11,Gas,Mastercard,1,33.99,1,984.82,0,0
1076.78,14,Grocery,Amex,1,3.99,2,656.33,0,0
2507.01,14,,Visa,1,35.7,5,1466.07,1,0
11290.16,3,,Visa,1,65.33,12,852.64,3,1
1451.29,18,Gas,Mastercard,1,43.29,5,2083.19,1,0
4651.49,22,Entertainment,Visa,1,7.64,5,2000.37,1,0
1995.61,13,Utilities,Visa,1,,7,1538.9,1,0
2910.77,11,Restaurant,Amex,1,20.67,1,1720.42,0,0
1986.97,8,Grocery,Mastercard,1,,6,1233.37,0,0
7233.1,8,Restaurant,Visa,1,10.05,3,1436.06,0,0
200,11,Grocery,Mastercard,1,36.47,4,2205.15,0,0
2120.64,15,Gas,Visa,0,5.73,2,1057.89,0,0
16285.68,21,Online,Amex,0,51.9,7,3269.26,2,1
1059.58,12,Grocery,Mastercard,1,5.18,7,2234.02,1,0
7269.68,9,Restaurant,RuPay,1,1.46,2,1000.46,1,0
1382.35,17,Online,Amex,1,20.69,1,2924.91,1,0
5410.34,9,Grocery,RuPay,0,14.14,0,992.15,0,0
1305.51,7,Travel,Amex,1,10.58,5,6109.94,0,0
810.48,11,Healthcare,Mastercard,1,21.19,3,1451.66,0,0
1417.43,9,Healthcare,RuPay,1,21.62,3,500,0,0
13008.47,4,Restaurant,Visa,1,2.29,3,781.81,0,0
2374.14,10,Online,Visa,1,15.4,4,2408.96,0,0
2208.31,11,Electronics,Visa,1,39.38,3,3111.17,0,0
10299.64,8,Healthcare,Mastercard,0,28.49,4,1180.11,0,0
689.47,16,Online,Mastercard,1,15.76,2,1098.2,0,0
14055.11,23,Electronics,Mastercard,0,54.2,18,1194.49,3,1
2446.96,2,Grocery,RuPay,1,0.95,3,1168.26,0,0
14222.98,6,Restaurant,Visa,1,10.22,3,3145.07,0,0
6829.96,12,Restaurant,RuPay,1,2.39,3,2058.05,0,0
1693.35,7,Entertainment,Mastercard,1,0.48,4,819.61,0,0
1448.97,17,Utilities,Mastercard,1,1.17,2,2576.19,0,0
4313.66,9,Restaurant,RuPay,0,10.2,7,4015.39,0,0
2075.74,16,,Visa,1,8.1,1,3267.82,0,0
656.87,18,Grocery,Amex,1,,1,1879.15,0,0
1307.6,17,Restaurant,Amex,1,2.34,4,2095.58,1,0
5000,16,Travel,RuPay,0,634.23,12,1306.69,2,1
7871,6,Travel,Amex,1,1.11,4,5916.99,1,0
2964.19,9,Grocery,Visa,1,38.41,3,2649.21,0,0
13553.83,2,Entertainment,RuPay,0,10.83,12,1543.23,3,1
1576.26,14,,Visa,1,20.26,3,915.74,0,0
2852.25,21,Travel,RuPay,1,54.57,1,857.64,0,0
12759.69,18,Electronics,RuPay,1,196.79,8,1555.6,2,1
3175.65,6,Online,Visa,1,33.05,2,2440.31,0,0
2484.75,13,Travel,Mastercard,1,27.7,4,1411.66,0,0
2616.76,8,Restaurant,Visa,1,12.17,1,1375.39,0,0
3045.05,11,Restaurant,Amex,1,8.84,3,2709.9,0,0
1071.95,8,Healthcare,RuPay,1,4.38,2,1183.12,0,0
8647.26,9,Grocery,RuPay,1,2.53,3,1460.53,0,0
5251.61,12,Travel,RuPay,0,1.41,5,2331.05,0,0
2312.58,13,Grocery,RuPay,0,4.35,3,2174.22,0,0
3897.66,17,Gas,RuPay,1,,4,5439.31,2,0
1336.76,14,Travel,Visa,1,0.93,1,571.28,0,0
1087.56,16,Grocery,RuPay,1,7.67,2,1331.28,0,0
3676.97,10,Gas,Mastercard,1,1.32,2,1646.05,0,0
3361.66,13,Online,Mastercard,0,3.92,4,,0,0
2268.14,19,Gas,Visa,1,11.06,2,1889.34,1,0
2556.33,6,Online,Mastercard,1,15.75,2,1164.05,1,0
2806.32,8,Travel,Amex,1,17.63,3,1321.35,0,0
1295.44,16,Grocery,Visa,1,11.69,3,2695.31,0,0
5772.13,5,Travel,RuPay,1,46.74,2,1698.66,1,0
8727,15,Retail,Mastercard,1,19.01,1,,1,0
1729.04,18,Restaurant,Amex,1,8.8,2,3417.68,0,0
22786.29,23,Online,Visa,0,26.88,2,3081.7,2,1
5768.84,10,Electronics,Visa,1,1.87,5,1978.49,0,0
2625.94,9,Electronics,Visa,1,38.31,2,1755.61,1,0
4697.67,20,Electronics,Mastercard,1,10.54,2,3656.13,0,0
7111.41,21,Online,Mastercard,0,51.52,2,2979.65,0,0
1243.33,21,Online,RuPay,1,34.61,3,8147.36,1,0
5418.91,8,Travel,RuPay,1,22.21,5,2569.11,1,0
752.59,19,Retail,Visa,1,1.1,2,2446.16,0,0
887.83,9,Online,Mastercard,1,0.43,2,1958.74,0,0
2844.83,1,Grocery,RuPay,1,2.6,3,1508.89,0,0
1951.68,13,Gas,Mastercard,1,10.8,2,3812.85,0,0
1823.09,6,Restaurant,RuPay,1,8.9,4,1354.42,0,0
792.06,16,Online,Visa,0,23.92,4,1486.12,0,0
4538.5,0,Restaurant,RuPay,1,1.1,1,3232.53,0,0
2324.64,6,Online,Mastercard,0,0.39,3,5052.69,0,0
3281.43,17,Travel,Visa,1,6.15,3,5530.2,1,0
13060.57,21,Restaurant,RuPay,0,93.78,13,2384.04,4,1
6445.54,14,Online,RuPay,1,19.96,6,2310.6,0,0
1546.47,16,Restaurant,RuPay,1,26.95,2,3649,0,0
6779.69,18,Gas,Mastercard,1,46.41,1,5957.49,0,0
1554.26,11,Online,RuPay,1,11.67,2,1074.39,0,0
76521.74,8,Utilities,Visa,1,48.97,8,1790.88,2,1
1725.68,11,Healthcare,RuPay,1,48.78,4,2128.04,0,0
11947.15,9,Utilities,Mastercard,0,0.1,2,2683.77,1,0
2808.34,13,Restaurant,Visa,0,12.87,1,2015.6,0,0
1409.1,13,Travel,Visa,1,0.04,3,2255.66,0,0
1029.16,4,Healthcare,Amex,1,22.95,2,594.74,0,0
3702.89,5,Utilities,Amex,1,0.74,3,1361.88,1,0
6000.57,11,Online,,1,0.35,3,1551.63,1,0
9910.43,14,Healthcare,Visa,1,15.78,4,1045.36,1,0
1865.75,15,Retail,Visa,1,0.37,1,7372.24,1,0
1549.58,15,Restaurant,RuPay,1,,1,1200.59,1,0
4419.64,16,Utilities,Visa,1,2.96,5,1286.15,0,0
539.48,14,Grocery,RuPay,1,2.56,4,1445.44,0,0
1902.95,14,Online,RuPay,1,28.73,2,1163.06,2,0
467.93,7,Entertainment,Visa,1,1.74,5,2211.32,0,0
9212.43,1,Online,Mastercard,1,4.12,9,3174.91,6,1
5282.02,7,Healthcare,Visa,1,4.48,2,8408,0,0
2356.45,9,Online,Amex,1,43.55,1,2071.13,0,0
4127.22,9,Grocery,Mastercard,0,30.59,3,3291.12,0,0
7261.75,10,Restaurant,Visa,1,22.68,3,1431.49,0,0
1335.85,14,Entertainment,Visa,1,0.2,4,1568.77,0,0
2988.99,4,Retail,RuPay,1,11.31,3,5304.12,0,0
1115.26,14,Online,Visa,1,34.78,5,2537.29,1,0
4681.76,15,Healthcare,Visa,1,17.73,2,4765.07,0,0
1750.22,10,Online,RuPay,1,,4,4275.07,0,0
812.87,9,Restaurant,Amex,1,5.62,2,3230.12,0,0
4089.01,16,Grocery,Mastercard,1,0.91,6,5321.2,0,0
13084.31,8,Online,RuPay,0,68.15,10,1410.6,5,1
1392.7,8,Retail,Visa,1,4.52,3,6461.44,0,0
1123.87,16,Electronics,Mastercard,1,3.34,1,1855.07,0,0
5416.97,17,Grocery,RuPay,1,43.31,4,2130.62,0,0
3509.88,11,Retail,Amex,1,11.52,1,11724.19,0,0
1262.36,6,Grocery,Amex,1,5.14,2,1053.59,0,0
1333.74,9,,Visa,1,3.48,3,1629.63,0,0
3181.96,12,Grocery,RuPay,1,4.21,3,532.54,0,0
7009.3,6,Entertainment,Visa,0,11.49,4,1281.87,0,0
6812.52,10,Grocery,Amex,0,27.68,0,1486.86,0,0
4111.85,14,Gas,RuPay,1,20.03,2,4484.34,0,0
2582.27,7,Online,RuPay,1,9.21,2,2509.34,1,0
695.61,17,Entertainment,RuPay,1,12.3,3,,0,0
5325.12,23,Electronics,Mastercard,0,155.86,12,942.29,2,1
21821.91,20,Entertainment,Mastercard,0,31.27,7,2594.08,,1
3716.07,6,Electronics,RuPay,0,20.18,2,1779,0,0
3684.5,21,Online,RuPay,1,8.91,2,1976.28,0,0
1523.35,8,Utilities,Visa,1,15.28,3,3410.09,1,0
,20,Online,Visa,1,25.32,3,2139.78,0,0
890.59,20,Grocery,Mastercard,0,89.22,4,2527.99,0,0
3121.4,20,Online,Visa,0,16.37,2,605.5,1,0
205.95,16,Grocery,RuPay,1,7.18,3,5791.22,0,0
2218.1,9,Grocery,RuPay,1,22.29,0,2858.66,0,0
1520.82,8,Online,Visa,0,4.67,1,1234.83,0,0
1245.37,3,Electronics,RuPay,1,5.16,1,1442.23,1,0
7885.45,21,Gas,Mastercard,1,5.11,3,1055,0,0
2331.91,9,Grocery,Visa,1,9.83,2,625.22,1,0
675.66,21,Electronics,RuPay,0,6.06,1,4234.3,,0
3796.75,6,Grocery,RuPay,1,12.44,6,2314,1,0
1880.07,7,Entertainment,Visa,1,27.22,0,2298.1,0,0
8950.48,11,Retail,Visa,1,12.84,1,862.52,0,0
1259.99,8,Electronics,Amex,0,50.1,4,2218.46,1,0
5425.86,11,Online,Mastercard,0,19.79,4,1808.04,0,0
1223.29,7,Entertainment,Mastercard,0,,4,1546.91,1,0
5435.33,15,Grocery,RuPay,1,5.85,1,2565.41,0,0
723.28,11,Gas,Mastercard,1,0.52,0,1766.22,1,0
2512.46,12,Healthcare,RuPay,1,0.9,5,2376.1,0,0
3811.59,13,Grocery,Visa,0,2.5,2,1779.42,0,0
1622.72,11,Grocery,Mastercard,1,16.29,5,2153.62,0,0
2123.16,14,Grocery,Mastercard,1,12.15,2,1031.89,2,0
1044.63,13,Online,RuPay,1,11.79,4,1808,0,0
13430.26,21,Healthcare,RuPay,0,26.4,8,533.47,3,1
6389.13,0,Restaurant,Visa,0,25.83,9,1280.28,1,1
1329.78,17,Grocery,RuPay,1,0.16,4,3098.97,0,0
284.57,14,Gas,Mastercard,1,21.86,3,503.25,,0
3220.92,18,Healthcare,RuPay,1,,3,1267.93,0,0
2153.93,22,Restaurant,Visa,1,0.45,3,618.55,0,0
541.25,9,Online,Visa,1,37.27,0,7237.95,1,0
344.99,9,Restaurant,Visa,1,16.57,2,2808.2,1,0
3435.74,15,Utilities,RuPay,1,14.72,2,,0,0
3313.4,3,Retail,Visa,1,21.88,2,3436.84,0,0
942.19,8,Online,Visa,1,6.45,3,,0,0
1825.05,14,Grocery,RuPay,1,22.58,2,1003.33,0,0
4392.5,13,Grocery,Mastercard,1,37.09,2,2541.54,0,0
1048.85,9,Retail,Visa,1,,2,690.03,0,0
642.31,12,Electronics,Visa,1,4.37,2,1872.02,0,0
4444.11,1,Grocery,Mastercard,1,11.34,3,1579.07,1,0
1758.97,22,Grocery,Visa,1,29.41,4,1556.6,0,0
876.05,11,Restaurant,RuPay,1,4.08,3,659.51,1,0
1680.58,15,Online,RuPay,1,51.9,2,630.21,0,0
2868.16,6,Entertainment,Visa,1,12.56,1,1322.03,0,0
3904.96,18,Online,RuPay,1,7.43,1,2044.07,0,0
3108.34,12,Travel,Mastercard,1,13.89,3,2254.19,0,0
2815.47,23,Healthcare,Amex,1,9.93,2,1693.35,0,0
3754.77,7,Grocery,RuPay,1,13.03,4,1151.9,0,0
3168.24,9,Restaurant,Visa,1,16.15,1,1097.82,0,0
736.11,15,Restaurant,Amex,0,3.35,2,1429.76,0,0
4528.08,17,Restaurant,Mastercard,1,4.96,1,1820.98,0,0
573.47,13,Online,Visa,0,6.77,2,644.32,0,0
3510.95,13,Gas,RuPay,1,1.39,1,909.44,1,0
6009.99,9,Travel,RuPay,1,0.66,3,,1,0
2563.42,23,Utilities,Mastercard,1,1.66,4,3429.57,0,0
3102.77,8,Gas,Mastercard,0,1.12,2,816.69,0,0
5555.09,12,Grocery,Visa,1,38.07,3,596.7,0,0
964.93,11,Grocery,RuPay,1,17.12,1,2547.91,0,0
5000,21,Electronics,Mastercard,0,54.6,5,2812.15,1,1
5995.49,10,Electronics,RuPay,1,19.74,5,2641.64,0,0
11382.39,16,Electronics,Mastercard,1,1.18,3,4783.93,0,0
1002.37,7,Grocery,Mastercard,1,3.35,0,1291.22,0,0
2296.9,4,Healthcare,Mastercard,0,1.49,3,1730.38,0,0
2999.52,20,Retail,Mastercard,0,22.78,4,1260.16,0,0
14813.85,8,Online,RuPay,1,27.91,5,1035.67,0,0
2265.79,19,Restaurant,Visa,1,7.16,4,1644.92,1,0
1586.15,17,Grocery,Visa,1,12.86,4,3670.03,0,0
19650.3,16,Online,RuPay,1,0.26,1,2430.1,0,0
1063.31,17,Healthcare,Amex,0,11.65,7,2310.17,2,0
1941.82,13,Utilities,Amex,1,25.66,3,578.69,0,0
2678.56,9,Grocery,RuPay,1,6.03,1,1267.1,0,0
6948.24,0,Gas,Visa,1,5.33,2,1935.03,1,0
6497.84,17,Entertainment,Mastercard,0,34.19,7,3262.32,5,1
4985.6,8,Electronics,Mastercard,0,11.61,1,6403.83,0,0
1563.94,22,Gas,Mastercard,1,16.2,3,1415.81,0,0
1599.76,8,Utilities,Amex,1,8.64,1,1985.6,0,0
2214.74,16,Travel,Mastercard,1,91.63,2,4268.94,1,0
3007,1,Online,Amex,0,44.31,4,2769.81,0,0
996.8,15,Restaurant,RuPay,1,4.48,2,1683.27,1,0
2364.76,10,Healthcare,Mastercard,0,0.59,2,1411.3,0,0
1073.2,11,Restaurant,Mastercard,1,22.08,4,1094.41,0,0
5000,6,Travel,Amex,0,37.96,14,2263.4,5,1
1826.33,11,Utilities,Visa,1,3.25,2,1498.26,0,0
1947.75,7,Restaurant,Amex,1,9.01,8,907.34,0,0
5335.74,1,Restaurant,Visa,1,26.9,3,1301.77,0,0
6838.41,13,Restaurant,,1,20.3,3,2063.1,0,0
8746.03,13,Retail,Visa,1,30.57,1,2044.94,0,0
,11,Entertainment,Visa,1,15.3,5,2400.1,0,0
3530.17,7,Healthcare,RuPay,1,28.83,1,1234.01,1,0
2772.19,8,Healthcare,Visa,1,31.79,4,1114.81,0,0
2151.33,18,Online,RuPay,0,5.91,1,4760.06,1,0
9889.68,1,Healthcare,RuPay,0,146.33,9,2168.81,2,1
4015.61,22,Online,Visa,0,1.21,6,4070.93,1,0
1801.13,17,Online,Visa,1,5.36,2,2519.15,1,0
3274.03,12,Gas,Visa,1,44.31,4,2745.67,0,0
1911.33,15,Restaurant,Visa,0,5.87,3,2344.55,0,0
2203.43,14,Entertainment,Visa,1,19.5,7,692.66,0,0
1606.65,12,Online,Mastercard,1,6.01,1,3265.87,2,0
3324.11,12,Healthcare,RuPay,1,16.85,2,1059.45,0,0
637596.14,13,Grocery,Amex,0,3.88,3,2511.29,2,0
1643.88,9,Electronics,RuPay,1,0.14,0,2622.95,1,0
3107.41,10,Utilities,Visa,0,80.47,3,4281.12,1,0
